Z_m,t_s,T_C
0.003822975,169.7001496,398.492646
0.003822975,169.8001417,396.2439741
0.003822975,169.9001338,394.0129406
0.003822975,170.0001259,391.799355
0.003822975,170.100118,389.6030299
0.003822975,170.2001102,387.4237802
0.003822975,170.3001023,385.2614239
0.003822975,170.4000944,383.1157814
0.003822975,170.5000865,380.9866756
0.003822975,170.6000787,378.8739322
0.003822975,170.7000708,376.777379
0.003822975,170.8000629,374.6968465
0.003822975,170.900055,372.6321675
0.003822975,171.0000471,370.5831772
0.003822975,171.1000393,368.5497131
0.003822975,171.2000314,366.5316149
0.003822975,171.3000235,364.5287245
0.003822975,171.4000156,362.5408862
0.003822975,171.5000078,360.5679461
0.003822975,171.6001732,358.6063718
0.003822975,171.7001653,356.6628007
0.003822975,171.8001574,354.7336791
0.003822975,171.9001495,352.8188615
0.003822975,172.0001417,350.9182042
0.003822975,172.1001338,349.0315658
0.003822975,172.2001259,347.1588065
0.003822975,172.300118,345.2997886
0.003822975,172.4001102,343.4543759
0.003822975,172.5001023,341.6224344
0.003822975,172.6000944,339.8038317
0.003822975,172.7000865,337.998437
0.003822975,172.8000787,336.2061214
0.003822975,172.9000708,334.4267576
0.003822975,173.0000629,332.6602201
0.003822975,173.100055,330.9063848
0.003822975,173.2000471,329.1651294
0.003822975,173.3000393,327.436333
0.003822975,173.4000314,325.7198765
0.003822975,173.5000235,324.015642
0.003822975,173.6000156,322.3235134
0.003822975,173.7000078,320.6433759
0.003822975,173.8001732,318.9722352
0.003822975,173.9001653,317.3157617
0.003822975,174.0001574,315.6709434
0.003822975,174.1001495,314.0376714
0.003822975,174.2001417,312.4158378
0.003822975,174.3001338,310.8053363
0.003822975,174.4001259,309.2060618
0.003822975,174.500118,307.6179105
0.003822975,174.6001102,306.04078
0.003822975,174.7001023,304.474569
0.003822975,174.8000944,302.9191775
0.003822975,174.9000865,301.3745067
0.003822975,175.0000787,299.8404591
0.003822975,175.1000708,298.3169382
0.003822975,175.2000629,296.8038487
0.003822975,175.300055,295.3010967
0.003822975,175.4000471,293.808589
0.003822975,175.5000393,292.3262339
0.003822975,175.6000314,290.8539406
0.003822975,175.7000235,289.3916193
0.003822975,175.8000156,287.9391814
0.003822975,175.9000078,286.4965394
0.003822975,176.0001732,285.0611316
0.003822975,176.1001653,283.6378392
0.003822975,176.2001574,282.2240857
0.003822975,176.3001495,280.8197877
0.003822975,176.4001417,279.4248625
0.003822975,176.5001338,278.0392284
0.003822975,176.6001259,276.6628048
0.003822975,176.700118,275.2955118
0.003822975,176.8001102,273.9372706
0.003822975,176.9001023,272.5880031
0.003822975,177.0000944,271.2476324
0.003822975,177.1000865,269.9160821
0.003822975,177.2000787,268.593277
0.003822975,177.3000708,267.2791424
0.003822975,177.4000629,265.9736048
0.003822975,177.500055,264.6765912
0.003822975,177.6000471,263.3880297
0.003822975,177.7000393,262.1078489
0.003822975,177.8000314,260.8359784
0.003822975,177.9000235,259.5723486
0.003822975,178.0000156,258.3168905
0.003822975,178.1000078,257.069536
0.003822975,178.2001732,255.8280768
0.003822975,178.3001653,254.5967417
0.003822975,178.4001574,253.3733101
0.003822975,178.5001495,252.1577167
0.003822975,178.6001417,250.949897
0.003822975,178.7001338,249.7497871
0.003822975,178.8001259,248.557324
0.003822975,178.900118,247.3724451
0.003822975,179.0001102,246.1950887
0.003822975,179.1001023,245.0251935
0.003822975,179.2000944,243.8626992
0.003822975,179.3000865,242.7075459
0.003822975,179.4000787,241.5596743
0.003822975,179.5000708,240.4190258
0.003822975,179.6000629,239.2855425
0.003822975,179.700055,238.159167
0.003822975,179.8000471,237.0398424
0.003822975,179.9000393,235.9275128
0.003822975,180.0000314,234.8221223
0.003822975,180.1000235,233.723604
0.003822975,180.2000156,232.6305666
0.003822975,180.3000078,231.6905187
0.003822975,180.4001732,232.2378025
0.003822975,180.5001653,239.4350522
0.003822975,180.6001574,278.1421024
0.003822975,180.7001495,437.2402294
0.003822975,180.8001417,811.8183654
0.003822975,180.9001338,1045.076321
0.003822975,181.0001259,1095.817812
0.003822975,181.100118,1109.959307
0.003822975,181.2001102,1111.117239
0.003822975,181.3001023,1105.354029
0.003822975,181.4000944,1101.807611
0.003822975,181.5000865,1101.09001
0.003822975,181.6000786,1100.655941
0.003822975,181.7000708,1100.313385
0.003822975,181.8000629,1100.173271
0.003822975,181.900055,1097.808394
0.003822975,182.0000471,1095.853224
0.003822975,182.1000393,1096.680687
0.003822975,182.2000314,1097.39875
0.003822975,182.3000235,1097.766584
0.003822975,182.4000156,1097.775119
0.003822975,182.5000078,1097.067984
0.003822975,182.6001732,1095.041905
0.003822975,182.7001653,1092.385239
0.003822975,182.8001574,1090.590466
0.003822975,182.9001495,1088.737937
0.003822975,183.0001417,1086.344684
0.003822975,183.1001338,1083.445501
0.003822975,183.2001259,1080.106089
0.003822975,183.300118,1076.387759
0.003822975,183.4001102,1072.343374
0.003822975,183.5001023,1068.018042
0.003822975,183.6000944,1063.450431
0.003822975,183.7000865,1058.673945
0.003822975,183.8000786,1053.82039
0.003822975,183.9000708,1049.536504
0.003822975,184.0000629,1045.601622
0.003822975,184.100055,1041.410665
0.003822975,184.2000471,1035.700579
0.003822975,184.3000393,1029.749734
0.003822975,184.4000314,1023.844114
0.003822975,184.5000235,1018.072172
0.003822975,184.6000156,1013.833101
0.003822975,184.7000078,1010.380774
0.003822975,184.8001732,1004.287277
0.003822975,184.9001653,997.637269
0.003822975,185.0001574,991.4817099
0.003822975,185.1001495,988.0014654
0.003822975,185.2001417,984.8854825
0.003822975,185.3001338,977.1530876
0.003822975,185.4001259,970.2828396
0.003822975,185.500118,967.4092196
0.003822975,185.6001102,965.6691403
0.003822975,185.7001023,956.1196055
0.003822975,185.8000944,949.9698821
0.003822975,185.9000865,949.5055012
0.003822975,186.0000786,943.4316226
0.003822975,186.1000708,934.7468402
0.003822975,186.2000629,930.5233151
0.003822975,186.300055,929.0287703
0.003822975,186.4000471,920.5103565
0.003822975,186.5000393,914.0951755
0.003822975,186.6000314,911.431225
0.003822975,186.7000235,905.7266382
0.003822975,186.8000156,898.9084974
0.003822975,186.9000078,895.3248767
0.003822975,187.0001732,890.3687302
0.003822975,187.1001653,884.0416858
0.003822975,187.2001574,880.0990983
0.003822975,187.3001495,874.9637781
0.003822975,187.4001417,869.3842603
0.003822975,187.5001338,865.3409708
0.003822975,187.6001259,859.8864212
0.003822975,187.700118,855.0348478
0.003822975,187.8001102,850.5530831
0.003822975,187.9001023,845.4050549
0.003822975,188.0000944,840.9756653
0.003822975,188.1000865,836.0810235
0.003822975,188.2000786,831.4881145
0.003822975,188.3000708,826.8573461
0.003822975,188.4000629,822.243522
0.003822975,188.500055,817.7318791
0.003822975,188.6000471,813.1921154
0.003822975,188.7000393,808.7444958
0.003822975,188.8000314,804.3004509
0.003822975,188.9000235,799.913568
0.003822975,189.0000156,795.5612841
0.003822975,189.1000077,791.2447183
0.003822975,189.2001732,786.9685648
0.003822975,189.3001653,782.7337563
0.003822975,189.4001574,778.5442315
0.003822975,189.5001495,774.3975484
0.003822975,189.6001417,770.2961857
0.003822975,189.7001338,766.2453552
0.003822975,189.8001259,762.2460538
0.003822975,189.900118,758.3017893
0.003822975,190.0001102,754.4144474
0.003822975,190.1001023,750.5843258
0.003822975,190.2000944,746.8122688
0.003822975,190.3000865,743.0968133
0.003822975,190.4000786,739.4349305
0.003822975,190.5000708,735.8103073
0.003822975,190.6000629,732.188641
0.003822975,190.700055,728.5385862
0.003822975,190.8000471,724.8439517
0.003822975,190.9000393,721.1012249
0.003822975,191.0000314,717.3141773
0.003822975,191.1000235,713.4898876
0.003822975,191.2000156,709.6364405
0.003822975,191.3000077,705.7617511
0.003822975,191.4001732,701.8662899
0.003822975,191.5001653,697.9698825
0.003822975,191.6001574,694.0712467
0.003822975,191.7001495,690.1750082
0.003822975,191.8001417,686.2850697
0.003822975,191.9001338,682.4047133
0.003822975,192.0001259,678.5366959
0.003822975,192.100118,674.6833341
0.003822975,192.2001102,670.8465755
0.003822975,192.3001023,667.0280596
0.003822975,192.4000944,663.2291673
0.003822975,192.5000865,659.4510621
0.003822975,192.6000786,655.6947241
0.003822975,192.7000708,651.9609778
0.003822975,192.8000629,648.250515
0.003822975,192.900055,644.5639139
0.003822975,193.0000471,640.9016547
0.003822975,193.1000393,637.2641329
0.003822975,193.2000314,633.6516704
0.003822975,193.3000235,630.0645248
0.003822975,193.4000156,626.5028974
0.003822975,193.5000077,622.9669401
0.003822975,193.6001732,619.4506999
0.003822975,193.7001653,615.9664134
0.003822975,193.8001574,612.5080104
0.003822975,193.9001495,609.0754959
0.003822975,194.0001417,605.6688482
0.003822975,194.1001338,602.2880217
0.003822975,194.2001259,598.9329496
0.003822975,194.300118,595.6035462
0.003822975,194.4001101,592.2997089
0.003822975,194.5001023,589.0213203
0.003822975,194.6000944,585.76825
0.003822975,194.7000865,582.5403555
0.003822975,194.8000786,579.3374842
0.003822975,194.9000708,576.1594744
0.003822975,195.0000629,573.0061564
0.003822975,195.100055,569.8773534
0.003822975,195.2000471,566.7728827
0.003822975,195.3000393,563.692556
0.003822975,195.4000314,560.6361809
0.003822975,195.5000235,557.6035607
0.003822975,195.6000156,554.5944957
0.003822975,195.7000077,551.6087835
0.003822975,195.8001732,548.6411049
0.003822975,195.9001653,545.701522
0.003822975,196.0001574,542.7846727
0.003822975,196.1001495,539.8903483
0.003822975,196.2001417,537.0183392
0.003822975,196.3001338,534.1684359
0.003822975,196.4001259,531.3404284
0.003822975,196.500118,528.5341073
0.003822975,196.6001101,525.7492632
0.003822975,196.7001023,522.9856877
0.003822975,196.8000944,520.2431728
0.003822975,196.9000865,517.5215117
0.003822975,197.0000786,514.8204985
0.003822975,197.1000708,512.1399288
0.003822975,197.2000629,509.4795991
0.003822975,197.300055,506.8393077
0.003822975,197.4000471,504.2188543
0.003822975,197.5000393,501.6180402
0.003822975,197.6000314,499.0366683
0.003822975,197.7000235,496.4745433
0.003822975,197.8000156,493.9314716
0.003822975,197.9000077,491.4072616
0.003822975,198.0001732,488.8973971
0.003822975,198.1001653,486.4103746
0.003822975,198.2001574,483.9416496
0.003822975,198.3001495,481.4910381
0.003822975,198.4001417,479.0583578
0.003822975,198.5001338,476.6434287
0.003822975,198.6001259,474.2460726
0.003822975,198.700118,471.8661134
0.003822975,198.8001101,469.5033769
0.003822975,198.9001023,467.1576909
0.003822975,199.0000944,464.8288852
0.003822975,199.1000865,462.5167916
0.003822975,199.2000786,460.2212439
0.003822975,199.3000708,457.9420778
0.003822975,199.4000629,455.6791311
0.003822975,199.500055,453.4322434
0.003822975,199.6000471,451.2012562
0.003822975,199.7000393,448.9860132
0.003822975,199.8000314,446.7863596
0.003822975,199.9000235,444.6021428
0.003822975,200.0000156,442.4332119
0.003822975,200.1000077,440.279418
0.003822975,200.2001732,438.13692
0.003822975,200.3001653,436.0129859
0.003822975,200.4001574,433.9037524
0.003822975,200.5001495,431.8090778
0.003822975,200.6001417,429.7288221
0.003822975,200.7001338,427.6628469
0.003822975,200.8001259,425.6110158
0.003822975,200.900118,423.5731937
0.003822975,201.0001101,421.5492475
0.003822975,201.1001023,419.5390456
0.003822975,201.2000944,417.5424581
0.003822975,201.3000865,415.5593566
0.003822975,201.4000786,413.5896144
0.003822975,201.5000708,411.6331062
0.003822975,201.6000629,409.6897086
0.003822975,201.700055,407.7592992
0.003822975,201.8000471,405.8417576
0.003822975,201.9000392,403.9369645
0.003822975,202.0000314,402.0448023
0.003822975,202.1000235,400.1651547
0.003822975,202.2000156,398.2979069
0.003822975,202.3000077,396.4429455
0.003822975,202.4001732,394.5969752
0.003822975,202.5001653,392.7662725
0.003822975,202.6001574,390.947524
0.003822975,202.7001495,389.1406215
0.003822975,202.8001417,387.3454584
0.003822975,202.9001338,385.5619292
0.003822975,203.0001259,383.7899298
0.003822975,203.100118,382.0293571
0.003822975,203.2001101,380.2801096
0.003822975,203.3001023,378.5420867
0.003822975,203.4000944,376.8151891
0.003822975,203.5000865,375.0993188
0.003822975,203.6000786,373.3943787
0.003822975,203.7000708,371.700273
0.003822975,203.8000629,370.0169071
0.003822975,203.900055,368.3441874
0.003822975,204.0000471,366.6820213
0.003822975,204.1000392,365.0303176
0.003822975,204.2000314,363.3889857
0.003822975,204.3000235,361.7579365
0.003822975,204.4000156,360.1370817
0.003822975,204.5000077,358.526334
0.003822975,204.6001732,356.9228416
0.003822975,204.7001653,355.3320675
0.003822975,204.8001574,353.7511446
0.003822975,204.9001495,352.1799896
0.003822975,205.0001416,350.6185201
0.003822975,205.1001338,349.0666546
0.003822975,205.2001259,347.5243126
0.003822975,205.300118,345.9914145
0.003822975,205.4001101,344.4678817
0.003822975,205.5001023,342.9536361
0.003822975,205.6000944,341.448601
0.003822975,205.7000865,339.9527001
0.003822975,205.8000786,338.4658582
0.003822975,205.9000708,336.9880008
0.003822975,206.0000629,335.5190543
0.003822975,206.100055,334.058946
0.003822975,206.2000471,332.6076038
0.003822975,206.3000392,331.1649564
0.003822975,206.4000314,329.7309335
0.003822975,206.5000235,328.3054654
0.003822975,206.6000156,326.8884831
0.003822975,206.7000077,325.4799184
0.003822975,206.8001732,324.0772845
