Z_m,t_s,T_C
0.002058525,229.500118,416.3694668
0.002058525,229.6001101,414.5301464
0.002058525,229.7001022,412.7024634
0.002058525,229.8000944,410.8863349
0.002058525,229.9000865,409.0816773
0.002058525,230.0000786,407.288407
0.002058525,230.1000707,405.5064402
0.002058525,230.2000629,403.7356927
0.002058525,230.300055,401.9760804
0.002058525,230.4000471,400.2275193
0.002058525,230.5000392,398.4899252
0.002058525,230.6000314,396.7632141
0.002058525,230.7000235,395.0473022
0.002058525,230.8000156,393.3421059
0.002058525,230.9000077,391.6475419
0.002058525,231.0001731,389.9606175
0.002058525,231.1001653,388.287087
0.002058525,231.2001574,386.6239402
0.002058525,231.3001495,384.9710952
0.002058525,231.4001416,383.3284703
0.002058525,231.5001338,381.6959844
0.002058525,231.6001259,380.0735566
0.002058525,231.700118,378.4611068
0.002058525,231.8001101,376.8585553
0.002058525,231.9001022,375.2658227
0.002058525,232.0000944,373.6828304
0.002058525,232.1000865,372.1095003
0.002058525,232.2000786,370.5457548
0.002058525,232.3000707,368.9915168
0.002058525,232.4000629,367.44671
0.002058525,232.500055,365.9112585
0.002058525,232.6000471,364.385087
0.002058525,232.7000392,362.868121
0.002058525,232.8000314,361.3602863
0.002058525,232.9000235,359.8615096
0.002058525,233.0000156,358.371718
0.002058525,233.1000077,356.8908395
0.002058525,233.2001731,355.4162589
0.002058525,233.3001653,353.9530075
0.002058525,233.4001574,352.4984562
0.002058525,233.5001495,351.0525353
0.002058525,233.6001416,349.6151758
0.002058525,233.7001338,348.1863092
0.002058525,233.8001259,346.7658678
0.002058525,233.900118,345.3537845
0.002058525,234.0001101,343.9499925
0.002058525,234.1001022,342.5544261
0.002058525,234.2000944,341.1670199
0.002058525,234.3000865,339.7877092
0.002058525,234.4000786,338.4164299
0.002058525,234.5000707,337.0531186
0.002058525,234.6000629,335.6977123
0.002058525,234.700055,334.3501488
0.002058525,234.8000471,333.0103665
0.002058525,234.9000392,331.6783042
0.002058525,235.0000313,330.3539015
0.002058525,235.1000235,329.0370984
0.002058525,235.2000156,327.7278356
0.002058525,235.3000077,326.4260544
0.002058525,235.4001731,325.1294597
0.002058525,235.5001653,323.8424804
0.002058525,235.6001574,322.5628097
0.002058525,235.7001495,321.2903911
0.002058525,235.8001416,320.0251687
0.002058525,235.9001338,318.7670871
0.002058525,236.0001259,317.5160914
0.002058525,236.100118,316.2721273
0.002058525,236.2001101,315.035141
0.002058525,236.3001022,313.8050792
0.002058525,236.4000944,312.5818893
0.002058525,236.5000865,311.3655189
0.002058525,236.6000786,310.1559163
0.002058525,236.7000707,308.9530303
0.002058525,236.8000629,307.7568103
0.002058525,236.900055,306.567206
0.002058525,237.0000471,305.3841676
0.002058525,237.1000392,304.2076459
0.002058525,237.2000313,303.0375921
0.002058525,237.3000235,301.873958
0.002058525,237.4000156,300.7166957
0.002058525,237.5000077,299.5657578
0.002058525,237.6001731,298.4191191
0.002058525,237.7001653,297.2807006
0.002058525,237.8001574,296.1484671
0.002058525,237.9001495,295.0223731
0.002058525,238.0001416,293.9023734
0.002058525,238.1001338,292.7884233
0.002058525,238.2001259,291.6804787
0.002058525,238.300118,290.5784955
0.002058525,238.4001101,289.4824305
0.002058525,238.5001022,288.3922406
0.002058525,238.6000944,287.3078833
0.002058525,238.7000865,286.2293163
0.002058525,238.8000786,285.1564979
0.002058525,238.9000707,284.0893867
0.002058525,239.0000629,283.0279417
0.002058525,239.100055,281.9721223
0.002058525,239.2000471,280.9218882
0.002058525,239.3000392,279.8771997
0.002058525,239.4000313,278.8380172
0.002058525,239.5000235,277.8043016
0.002058525,239.6000156,276.7760143
0.002058525,239.7000077,275.7531168
0.002058525,239.8001731,274.7338123
0.002058525,239.9001653,273.7215899
0.002058525,240.0001574,272.7146444
0.0023526,0,0
0.0023526,0.100165419,0
0.0023526,0.200157542,0
0.0023526,0.300149665,0
0.0023526,0.400141788,0
0.0023526,0.500133911,0
0.0023526,0.600126034,0
0.0023526,0.700118156,0
0.0023526,0.800110279,0
0.0023526,0.900102402,0
0.0023526,1.000094525,0
0.0023526,1.100086648,0
0.0023526,1.20007877,0
0.0023526,1.300070893,0
0.0023526,1.400063016,0
0.0023526,1.500055139,0
0.0023526,1.600047262,0
0.0023526,1.700039385,0
0.0023526,1.800031507,0
0.0023526,1.90002363,0
0.0023526,2.000015753,0
0.0023526,2.100007876,0
0.0023526,2.200173295,0
0.0023526,2.300165418,0
0.0023526,2.400157541,0
0.0023526,2.500149664,0
0.0023526,2.600141786,0
0.0023526,2.700133909,0
0.0023526,2.800126032,0
0.0023526,2.900118155,0
0.0023526,3.000110278,0
0.0023526,3.100102401,0
0.0023526,3.200094523,0
0.0023526,3.300086646,0
0.0023526,3.400078769,0
0.0023526,3.500070892,0
0.0023526,3.600063015,0
0.0023526,3.700055137,0
0.0023526,3.80004726,0
0.0023526,3.900039383,0
0.0023526,4.000031506,0
0.0023526,4.100023629,0
0.0023526,4.200015752,0
0.0023526,4.300007874,0
0.0023526,4.400173294,0
0.0023526,4.500165417,0
0.0023526,4.600157539,0
0.0023526,4.700149662,0
0.0023526,4.800141785,0
0.0023526,4.900133908,0
0.0023526,5.000126031,0
0.0023526,5.100118153,0
0.0023526,5.200110276,0
0.0023526,5.300102399,0
0.0023526,5.400094522,0
0.0023526,5.500086645,0
0.0023526,5.600078768,0
0.0023526,5.70007089,0
0.0023526,5.800063013,0
0.0023526,5.900055136,0
0.0023526,6.000047259,0
0.0023526,6.100039382,0
0.0023526,6.200031504,0
0.0023526,6.300023627,0
0.0023526,6.40001575,0
0.0023526,6.500007873,0
0.0023526,6.600173292,0
0.0023526,6.700165415,0
0.0023526,6.800157538,0
0.0023526,6.900149661,0
0.0023526,7.000141784,0
0.0023526,7.100133906,0
0.0023526,7.200126029,0
0.0023526,7.300118152,0
0.0023526,7.400110275,0
0.0023526,7.500102398,0
0.0023526,7.60009452,0
0.0023526,7.700086643,0
0.0023526,7.800078766,0
0.0023526,7.900070889,0
0.0023526,8.000063012,0
0.0023526,8.100055135,0
0.0023526,8.200047257,0
0.0023526,8.30003938,0
0.0023526,8.400031503,0
0.0023526,8.500023626,0
0.0023526,8.600015749,0
0.0023526,8.700007871,0
0.0023526,8.800173291,0
0.0023526,8.900165414,0
0.0023526,9.000157536,0
0.0023526,9.100149659,0
0.0023526,9.200141782,0
0.0023526,9.300133905,0
0.0023526,9.400126028,0
0.0023526,9.500118151,0
0.0023526,9.600110273,0
0.0023526,9.700102396,0
0.0023526,9.800094519,0
0.0023526,9.900086642,0
0.0023526,10.00007876,0
0.0023526,10.10007089,0
0.0023526,10.20006301,0
0.0023526,10.30005513,0
0.0023526,10.40004726,0
0.0023526,10.50003938,0
0.0023526,10.6000315,0
0.0023526,10.70002362,0
0.0023526,10.80001575,0
0.0023526,10.90000787,0
0.0023526,11.00017329,0
0.0023526,11.10016541,0
0.0023526,11.20015753,0
0.0023526,11.30014966,0
0.0023526,11.40014178,0
0.0023526,11.5001339,0
0.0023526,11.60012603,0
0.0023526,11.70011815,0
0.0023526,11.80011027,0
0.0023526,11.90010239,0
0.0023526,12.00009452,0
0.0023526,12.10008664,0
0.0023526,12.20007876,0
0.0023526,12.30007089,0
0.0023526,12.40006301,0
0.0023526,12.50005513,0
0.0023526,12.60004725,0
0.0023526,12.70003938,0
0.0023526,12.8000315,0
0.0023526,12.90002362,0
0.0023526,13.00001575,0
0.0023526,13.10000787,0
0.0023526,13.20017329,0
0.0023526,13.30016541,0
0.0023526,13.40015753,0
0.0023526,13.50014966,0
0.0023526,13.60014178,0
0.0023526,13.7001339,0
0.0023526,13.80012602,0
0.0023526,13.90011815,0
0.0023526,14.00011027,0
0.0023526,14.10010239,0
0.0023526,14.20009452,0
0.0023526,14.30008664,0
0.0023526,14.40007876,0
0.0023526,14.50007088,0
0.0023526,14.60006301,0
0.0023526,14.70005513,0
0.0023526,14.80004725,0
0.0023526,14.90003938,0
0.0023526,15.0000315,0
0.0023526,15.10002362,0
0.0023526,15.20001574,0
0.0023526,15.30000787,0
0.0023526,15.40017329,0
0.0023526,15.50016541,0
0.0023526,15.60015753,0
0.0023526,15.70014965,0
0.0023526,15.80014178,0
0.0023526,15.9001339,0
0.0023526,16.00012602,0
0.0023526,16.10011815,0
0.0023526,16.20011027,0
0.0023526,16.30010239,0
0.0023526,16.40009451,0
0.0023526,16.50008664,0
0.0023526,16.60007876,0
0.0023526,16.70007088,0
0.0023526,16.80006301,0
0.0023526,16.90005513,0
0.0023526,17.00004725,0
0.0023526,17.10003937,0
0.0023526,17.2000315,0
0.0023526,17.30002362,0
0.0023526,17.40001574,0
0.0023526,17.50000787,0
0.0023526,17.60017328,0
0.0023526,17.70016541,0
0.0023526,17.80015753,0
0.0023526,17.90014965,0
0.0023526,18.00014178,0
0.0023526,18.1001339,0
0.0023526,18.20012602,0
0.0023526,18.30011814,0
0.0023526,18.40011027,0
0.0023526,18.50010239,0
0.0023526,18.60009451,0
0.0023526,18.70008664,0
0.0023526,18.80007876,0
0.0023526,18.90007088,0
0.0023526,19.000063,0
0.0023526,19.10005513,0
0.0023526,19.20004725,0
0.0023526,19.30003937,0
0.0023526,19.4000315,0
0.0023526,19.50002362,0
0.0023526,19.60001574,0
0.0023526,19.70000786,0
0.0023526,19.80017328,0
0.0023526,19.90016541,0
0.0023526,20.00015753,0
0.0023526,20.10014965,0
0.0023526,20.20014177,0
0.0023526,20.3001339,0
0.0023526,20.40012602,0
0.0023526,20.50011814,0
0.0023526,20.60011027,0
0.0023526,20.70010239,0
0.0023526,20.80009451,0
0.0023526,20.90008663,0
0.0023526,21.00007876,0
0.0023526,21.10007088,0
0.0023526,21.200063,0
0.0023526,21.30005513,0
0.0023526,21.40004725,0
0.0023526,21.50003937,0
0.0023526,21.60003149,0
0.0023526,21.70002362,0
0.0023526,21.80001574,0
0.0023526,21.90000786,0
0.0023526,22.00017328,0
0.0023526,22.1001654,0
0.0023526,22.20015753,0
0.0023526,22.30014965,0
0.0023526,22.40014177,0
0.0023526,22.5001339,0
0.0023526,22.60012602,0
0.0023526,22.70011814,0
0.0023526,22.80011026,0
0.0023526,22.90010239,0
0.0023526,23.00009451,0
0.0023526,23.10008663,0
0.0023526,23.20007876,0
0.0023526,23.30007088,0
0.0023526,23.400063,0
0.0023526,23.50005512,0
0.0023526,23.60004725,0
0.0023526,23.70003937,0
0.0023526,23.80003149,0
0.0023526,23.90002362,0
0.0023526,24.00001574,0
0.0023526,24.10000786,0
0.0023526,24.20017328,0
0.0023526,24.3001654,0
0.0023526,24.40015753,0
0.0023526,24.50014965,0
0.0023526,24.60014177,0
0.0023526,24.70013389,0
0.0023526,24.80012602,0
0.0023526,24.90011814,0
0.0023526,25.00011026,0
0.0023526,25.10010239,0
0.0023526,25.20009451,0
0.0023526,25.30008663,0
0.0023526,25.40007875,0
0.0023526,25.50007088,0
0.0023526,25.600063,0
0.0023526,25.70005512,0
0.0023526,25.80004725,0
0.0023526,25.90003937,0
0.0023526,26.00003149,0
0.0023526,26.10002361,0
0.0023526,26.20001574,0
0.0023526,26.30000786,0
0.0023526,26.40017328,0
0.0023526,26.5001654,0
0.0023526,26.60015752,0
0.0023526,26.70014965,0
0.0023526,26.80014177,0
0.0023526,26.90013389,0
0.0023526,27.00012602,0
0.0023526,27.10011814,0
0.0023526,27.20011026,0
0.0023526,27.30010238,0
0.0023526,27.40009451,0
0.0023526,27.50008663,0
0.0023526,27.60007875,0
0.0023526,27.70007088,0
0.0023526,27.800063,0
0.0023526,27.90005512,0
0.0023526,28.00004724,0
0.0023526,28.10003937,0
0.0023526,28.20003149,0
0.0023526,28.30002361,0
0.0023526,28.40001574,0
0.0023526,28.50000786,0
0.0023526,28.60017328,0
0.0023526,28.7001654,0
0.0023526,28.80015752,0
0.0023526,28.90014965,0
0.0023526,29.00014177,0
0.0023526,29.10013389,0
0.0023526,29.20012601,0
0.0023526,29.30011814,0
0.0023526,29.40011026,0
0.0023526,29.50010238,0
0.0023526,29.60009451,0
0.0023526,29.70008663,0
0.0023526,29.80007875,0
0.0023526,29.90007087,0
0.0023526,30.000063,0
0.0023526,30.10005512,981.0388089
0.0023526,30.20004724,1598.665214
0.0023526,30.30003937,1806.599414
0.0023526,30.40003149,1871.554408
0.0023526,30.50002361,2439.502415
0.0023526,30.60001573,2904.255198
0.0023526,30.70000786,3260.720822
0.0023526,30.80017328,3159.951256
0.0023526,30.9001654,2759.230678
0.0023526,31.00015752,2448.622313
0.0023526,31.10014964,2198.59481
0.0023526,31.20014177,1991.825299
0.0023526,31.30013389,1815.608921
0.0023526,31.40012601,1663.901275
0.0023526,31.50011814,1648.837038
0.0023526,31.60011026,1645.818278
0.0023526,31.70010238,1639.930266
0.0023526,31.8000945,1628.742433
0.0023526,31.90008663,1607.910167
0.0023526,32.00007875,1559.546585
0.0023526,32.10007087,1490.42662
0.0023526,32.200063,1432.794417
0.0023526,32.30005512,1381.018512
0.0023526,32.40004724,1333.131812
0.0023526,32.50003936,1288.272761
0.0023526,32.60003149,1245.988154
0.0023526,32.70002361,1205.991
0.0023526,32.80001573,1168.070141
0.0023526,32.90000786,1132.563979
0.0023526,33.00017327,1099.093686
0.0023526,33.1001654,1068.440682
0.0023526,33.20015752,1039.787826
0.0023526,33.30014964,1013.169868
0.0023526,33.40014177,989.0285119
0.0023526,33.50013389,968.351372
0.0023526,33.60012601,952.8352244
0.0023526,33.70011813,949.1259966
0.0023526,33.80011026,926.7664239
0.0023526,33.90010238,892.8147333
0.0023526,34.0000945,861.0097681
0.0023526,34.10008663,832.8202649
0.0023526,34.20007875,806.7949402
0.0023526,34.30007087,782.3189221
0.0023526,34.40006299,759.0920333
0.0023526,34.50005512,736.948336
0.0023526,34.60004724,715.7823402
0.0023526,34.70003936,695.5175271
0.0023526,34.80003149,676.0925386
0.0023526,34.90002361,657.4549074
0.0023526,35.00001573,639.5580717
0.0023526,35.10000785,622.3598536
0.0023526,35.20017327,605.7934993
0.0023526,35.3001654,589.8806439
0.0023526,35.40015752,574.5590672
0.0023526,35.50014964,559.7981273
0.0023526,35.60014176,545.5693107
0.0023526,35.70013389,531.8460381
0.0023526,35.80012601,518.6034965
0.0023526,35.90011813,505.8184901
0.0023526,36.00011026,493.4693074
0.0023526,36.10010238,481.5356021
0.0023526,36.2000945,469.998285
0.0023526,36.30008662,458.8394269
0.0023526,36.40007875,448.0421707
0.0023526,36.50007087,437.5906505
0.0023526,36.60006299,427.4699193
0.0023526,36.70005512,417.6658821
0.0023526,36.80004724,408.1652352
0.0023526,36.90003936,398.9554106
0.0023526,37.00003148,390.0245254
0.0023526,37.10002361,381.3613345
0.0023526,37.20001573,372.9551886
0.0023526,37.30000785,364.795994
0.0023526,37.40017327,356.8606481
0.0023526,37.50016539,349.1675082
0.0023526,37.60015752,341.6940105
0.0023526,37.70014964,334.4319501
0.0023526,37.80014176,327.3735222
0.0023526,37.90013389,320.5112979
0.0023526,38.00012601,313.8382017
0.0023526,38.10011813,307.3474904
0.0023526,38.20011025,301.0327333
0.0023526,38.30010238,294.8877945
0.0023526,38.4000945,288.9068159
0.0023526,38.50008662,283.0842013
0.0023526,38.60007875,277.4146018
0.0023526,38.70007087,271.8929024
0.0023526,38.80006299,266.5142088
0.0023526,38.90005511,261.2738358
0.0023526,39.00004724,256.1672961
0.0023526,39.10003936,251.1902896
0.0023526,39.20003148,246.3386942
0.0023526,39.30002361,241.6085557
0.0023526,39.40001573,236.9960803
0.0023526,39.50000785,232.4976255
0.0023526,39.60017327,228.1021825
0.0023526,39.70016539,223.8215947
0.0023526,39.80015752,219.6449321
0.0023526,39.90014964,215.5690884
0.0023526,40.00014176,211.5910751
0.0023526,40.10013388,207.7080162
0.0023526,40.20012601,203.9171431
0.0023526,40.30011813,200.2157891
0.0023526,40.40011025,196.6013853
0.0023526,40.50010238,193.0714555
0.0023526,40.6000945,189.6236127
0.0023526,40.70008662,186.2555546
0.0023526,40.80007874,182.9650599
0.0023526,40.90007087,179.749985
0.0023526,41.00006299,176.6082605
0.0023526,41.10005511,173.5378878
0.0023526,41.20004724,170.5369365
0.0023526,41.30003936,167.603541
0.0023526,41.40003148,164.7358981
0.0023526,41.5000236,161.9322646
0.0023526,41.60001573,159.1909544
0.0023526,41.70000785,156.5103362
0.0023526,41.80017327,153.8843388
0.0023526,41.90016539,151.3205188
0.0023526,42.00015751,148.8128029
0.0023526,42.10014964,146.3597587
0.0023526,42.20014176,143.9599988
0.0023526,42.30013388,141.6121785
0.0023526,42.40012601,139.3149949
0.0023526,42.50011813,137.0671849
0.0023526,42.60011025,134.8675236
0.0023526,42.70010237,132.7148233
0.0023526,42.8000945,130.6079317
0.0023526,42.90008662,128.5457307
0.0023526,43.00007874,126.5271351
0.0023526,43.10007087,124.5510919
0.0023526,43.20006299,122.6165782
0.0023526,43.30005511,120.7226011
0.0023526,43.40004723,118.8681959
0.0023526,43.50003936,117.0524255
0.0023526,43.60003148,115.2743793
0.0023526,43.7000236,113.5331723
0.0023526,43.80001573,111.8279444
0.0023526,43.90000785,110.1578591
0.0023526,44.00017327,108.5192976
0.0023526,44.10016539,106.9171375
0.0023526,44.20015751,105.3477449
0.0023526,44.30014964,103.8103714
0.0023526,44.40014176,102.3042885
0.0023526,44.50013388,100.8287871
0.0023526,44.600126,99.38317734
0.0023526,44.70011813,97.96678721
0.0023526,44.80011025,96.57896257
0.0023526,44.90010237,95.2190663
0.0023526,45.0000945,93.88647787
0.0023526,45.10008662,92.58059278
0.0023526,45.20007874,91.30082204
0.0023526,45.30007086,90.04659176
0.0023526,45.40006299,88.81734261
0.0023526,45.50005511,87.61252941
0.0023526,45.60004723,86.4316207
0.0023526,45.70003936,85.27409832
0.0023526,45.80003148,84.13945702
0.0023526,45.9000236,83.02720407
0.0023526,46.00001572,81.93685886
0.0023526,46.10000785,80.86795261
0.0023526,46.20017327,79.81822975
0.0023526,46.30016539,78.79087566
0.0023526,46.40015751,77.78362075
0.0023526,46.50014963,76.79604005
0.0023526,46.60014176,75.82771881
0.0023526,46.70013388,74.87825215
0.0023526,46.800126,73.94724482
0.0023526,46.90011813,73.0343109
0.0023526,47.00011025,72.13907357
0.0023526,47.10010237,71.26116483
0.0023526,47.20009449,70.40022527
0.0023526,47.30008662,69.55590385
0.0023526,47.40007874,68.72785764
0.0023526,47.50007086,67.91575162
0.0023526,47.60006299,67.11925846
0.0023526,47.70005511,66.33805832
0.0023526,47.80004723,65.57183865
0.0023526,47.90003935,64.82029399
0.0023526,48.00003148,64.08312579
0.0023526,48.1000236,63.36004222
0.0023526,48.20001572,62.65075801
0.0023526,48.30000784,61.95499424
0.0023526,48.40017326,61.27130673
0.0023526,48.50016539,60.60179415
0.0023526,48.60015751,59.94500153
0.0023526,48.70014963,59.30067392
0.0023526,48.80014176,58.66856194
0.0023526,48.90013388,58.04842168
0.0023526,49.000126,57.44001458
0.0023526,49.10011812,56.84310725
0.0023526,49.20011025,56.25747135
0.0023526,49.30010237,55.68288352
0.0023526,49.40009449,55.11912518
0.0023526,49.50008662,54.56598247
0.0023526,49.60007874,54.02324609
0.0023526,49.70007086,53.49071123
0.0023526,49.80006298,52.96817744
0.0023526,49.90005511,52.45544853
0.0023526,50.00004723,51.95233247
0.0023526,50.10003935,51.45864127
0.0023526,50.20003148,50.97419092
0.0023526,50.3000236,50.49880126
0.0023526,50.40001572,50.03229593
0.0023526,50.50000784,49.57450223
0.0023526,50.60017326,49.12447979
0.0023526,50.70016539,48.68361998
0.0023526,50.80015751,48.25097473
0.0023526,50.90014963,47.82638526
0.0023526,51.00014175,47.40969607
0.0023526,51.10013388,47.00075487
0.0023526,51.200126,46.5994125
0.0023526,51.30011812,46.20552283
0.0023526,51.40011025,45.81894276
0.0023526,51.50010237,45.43953208
0.0023526,51.60009449,45.06715346
0.0023526,51.70008661,44.70167233
0.0023526,51.80007874,44.34295687
0.0023526,51.90007086,43.99087793
0.0023526,52.00006298,43.64530895
0.0023526,52.10005511,43.30612594
0.0023526,52.20004723,42.97320739
0.0023526,52.30003935,42.64643424
0.0023526,52.40003147,42.3256898
0.0023526,52.5000236,42.01085973
0.0023526,52.60001572,41.70183196
0.0023526,52.70000784,41.39849665
0.0023526,52.80017326,41.10023492
0.0023526,52.90016538,40.80797315
0.0023526,53.00015751,40.52108709
0.0023526,53.10014963,40.23947536
0.0023526,53.20014175,39.9630386
0.0023526,53.30013388,39.6916794
0.0023526,53.400126,39.42530226
0.0023526,53.50011812,39.16381357
0.0023526,53.60011024,38.90712154
0.0023526,53.70010237,38.6551362
0.0023526,53.80009449,38.40776933
0.0023526,53.90008661,38.16493442
0.0023526,54.00007874,37.92654666
0.0023526,54.10007086,37.6925229
0.0023526,54.20006298,37.46278158
0.0023526,54.3000551,37.23724276
0.0023526,54.40004723,37.01582802
0.0023526,54.50003935,36.79846047
0.0023526,54.60003147,36.5850647
0.0023526,54.70002359,36.37556678
0.0023526,54.80001572,36.16989417
0.0023526,54.90000784,35.96797576
0.0023526,55.00017326,35.76940138
0.0023526,55.10016538,35.57478963
0.0023526,55.20015751,35.38372669
0.0023526,55.30014963,35.19614674
0.0023526,55.40014175,35.01198523
0.0023526,55.50013387,34.83117884
0.0023526,55.600126,34.65366545
0.0023526,55.70011812,34.47938415
0.0023526,55.80011024,34.30827517
0.0023526,55.90010237,34.14027989
0.0023526,56.00009449,33.97534079
0.0023526,56.10008661,33.81340147
0.0023526,56.20007873,33.65440657
0.0023526,56.30007086,33.49830179
0.0023526,56.40006298,33.34503388
0.0023526,56.5000551,33.19455056
0.0023526,56.60004722,33.04680056
0.0023526,56.70003935,32.90173359
0.0023526,56.80003147,32.75930029
0.0023526,56.90002359,32.61945224
0.0023526,57.00001572,32.48214191
0.0023526,57.10000784,32.34732271
0.0023526,57.20017326,32.21472156
0.0023526,57.30016538,32.08475234
0.0023526,57.4001575,31.95713951
0.0023526,57.50014963,31.83183985
0.0023526,57.60014175,31.70881096
0.0023526,57.70013387,31.58801122
0.0023526,57.800126,31.46939983
0.0023526,57.90011812,31.3529367
0.0023526,58.00011024,31.23858252
0.0023526,58.10010236,31.12629872
0.0023526,58.20009449,31.01604742
0.0023526,58.30008661,30.90779148
0.0023526,58.40007873,30.80149443
0.0023526,58.50007086,30.69712048
0.0023526,58.60006298,30.59463451
0.0023526,58.7000551,30.49400206
0.0023526,58.80004722,30.39518931
0.0023526,58.90003935,30.29816305
0.0023526,59.00003147,30.20289071
0.0023526,59.10002359,30.1093403
0.0023526,59.20001571,30.01748045
0.0023526,59.30000784,29.92728035
0.0023526,59.40017326,29.83855766
0.0023526,59.50016538,29.75158966
0.0023526,59.6001575,29.66619234
0.0023526,59.70014963,29.5823371
0.0023526,59.80014175,29.49999589
0.0023526,59.90013387,29.41914117
0.0023526,60.00012599,29.3397459
0.0023526,60.10011812,223.7494465
0.0023526,60.20011024,647.0015352
0.0023526,60.30010236,1110.649769
0.0023526,60.40009449,1740.345381
0.0023526,60.50008661,1839.772085
0.0023526,60.60007873,1870.382307
0.0023526,60.70007085,2251.097878
0.0023526,60.80006298,2390.796372
0.0023526,60.9000551,2222.299778
0.0023526,61.00004722,2074.959207
0.0023526,61.10003934,1944.677782
0.0023526,61.20003147,1826.794387
0.0023526,61.30002359,1720.463591
0.0023526,61.40001571,1652.467555
0.0023526,61.50000784,1649.411756
0.0023526,61.60017326,1647.078793
0.0023526,61.70016538,1640.874848
0.0023526,61.8001575,1629.162437
0.0023526,61.90014962,1609.448968
0.0023526,62.00014175,1579.041978
0.0023526,62.10013387,1550.33319
0.0023526,62.20012599,1523.121753
0.0023526,62.30011812,1496.974922
0.0023526,62.40011024,1470.913769
0.0023526,62.50010236,1441.534898
0.0023526,62.60009448,1409.695319
0.0023526,62.70008661,1378.388595
0.0023526,62.80007873,1348.156342
0.0023526,62.90007085,1319.041744
0.0023526,63.00006297,1290.997159
0.0023526,63.1000551,1263.962498
0.0023526,63.20004722,1237.880073
0.0023526,63.30003934,1212.716597
0.0023526,63.40003147,1189.02915
0.0023526,63.50002359,1165.911169
0.0023526,63.60001571,1143.608918
0.0023526,63.70000783,1123.032603
0.0023526,63.80017325,1102.180619
0.0023526,63.90016538,1083.15548
0.0023526,64.0001575,1063.673786
0.0023526,64.10014962,1046.16869
0.0023526,64.20014175,1028.173282
0.0023526,64.30013387,1011.582199
0.0023526,64.40012599,996.9218292
0.0023526,64.50011811,980.6478672
0.0023526,64.60011024,965.7880158
0.0023526,64.70010236,954.6523176
0.0023526,64.80009448,949.0450293
0.0023526,64.9000866,929.1419105
0.0023526,65.00007873,912.9381283
0.0023526,65.10007085,898.5122452
0.0023526,65.20006297,884.8938033
0.0023526,65.3000551,871.9954006
0.0023526,65.40004722,859.9276281
0.0023526,65.50003934,847.2618302
0.0023526,65.60003146,832.0307257
0.0023526,65.70002359,816.3503176
0.0023526,65.80001571,800.9181268
0.0023526,65.90000783,785.8843873
0.0023526,66.00017325,771.2457385
0.0023526,66.10016538,757.0437283
0.0023526,66.2001575,743.237025
0.0023526,66.30014962,729.8093616
0.0023526,66.40014174,716.7451875
0.0023526,66.50013387,704.029883
0.0023526,66.60012599,691.6497171
0.0023526,66.70011811,679.5917634
0.0023526,66.80011023,667.8438208
0.0023526,66.90010236,656.3943477
0.0023526,67.00009448,645.2324062
0.0023526,67.1000866,634.3476157
0.0023526,67.20007873,623.7301121
0.0023526,67.30007085,613.3705126
0.0023526,67.40006297,603.2598838
0.0023526,67.50005509,593.389713
0.0023526,67.60004722,583.7518824
0.0023526,67.70003934,574.3386452
0.0023526,67.80003146,565.1426038
0.0023526,67.90002359,556.1566892
0.0023526,68.00001571,547.3741429
0.0023526,68.10000783,538.788499
0.0023526,68.20017325,530.3791813
0.0023526,68.30016537,522.1693517
0.0023526,68.4001575,514.1386182
0.0023526,68.50014962,506.2815357
0.0023526,68.60014174,498.5928809
0.0023526,68.70013387,491.0676417
0.0023526,68.80012599,483.7010054
0.0023526,68.90011811,476.4883493
0.0023526,69.00011023,469.4252312
0.0023526,69.10010236,462.5073799
0.0023526,69.20009448,455.7306877
0.0023526,69.3000866,449.0912017
0.0023526,69.40007872,442.5851171
0.0023526,69.50007085,436.2087695
0.0023526,69.60006297,429.9586291
0.0023526,69.70005509,423.8312936
0.0023526,69.80004722,417.8234834
0.0023526,69.90003934,411.9320349
0.0023526,70.00003146,406.1538962
0.0023526,70.10002358,400.4861217
0.0023526,70.20001571,394.9258674
0.0023526,70.30000783,389.4703868
0.0023526,70.40017325,384.1078354
0.0023526,70.50016537,378.8542008
0.0023526,70.6001575,373.6976382
0.0023526,70.70014962,368.6357505
0.0023526,70.80014174,363.6662186
0.0023526,70.90013386,358.7867987
0.0023526,71.00012599,353.9953187
0.0023526,71.10011811,349.289676
0.0023526,71.20011023,344.667834
0.0023526,71.30010235,340.1278201
0.0023526,71.40009448,335.6677227
0.0023526,71.5000866,331.2856888
0.0023526,71.60007872,326.9799223
0.0023526,71.70007085,322.7486813
0.0023526,71.80006297,318.5902759
0.0023526,71.90005509,314.5030667
0.0023526,72.00004721,310.4854629
0.0023526,72.10003934,306.5359199
0.0023526,72.20003146,302.6529382
0.0023526,72.30002358,298.8350615
0.0023526,72.40001571,295.0808752
0.0023526,72.50000783,291.3890048
0.0023526,72.60017325,287.751874
0.0023526,72.70016537,284.1807678
0.0023526,72.80015749,280.6680788
0.0023526,72.90014962,277.2125795
0.0023526,73.00014174,273.813076
0.0023526,73.10013386,270.4684067
0.0023526,73.20012598,267.1774414
0.0023526,73.30011811,263.93908
0.0023526,73.40011023,260.7522519
0.0023526,73.50010235,257.6159145
0.0023526,73.60009448,254.5290527
0.0023526,73.7000866,251.4906776
0.0023526,73.80007872,248.4998259
0.0023526,73.90007084,245.5555593
